campaign_id,phase_id,acquisition_id,result_set_id,quantity_name,value,unit,statistic,reference_plane,sign_convention,correction_state,standard_uncertainty,coverage_factor,expanded_uncertainty,quality_flag,analysis_artifact_id,notes
system_recalibration_001,OM-01,OM01-DARK-POSTZERO-001,OM01-RESULT-DARK-POSTZERO,stored_zero,-0.01658558,W,meter_readback,sensor plane,positive_is_incident_power,corrected,,,,PASS,OM01-RAW-DARK-0004,Operator pressed Zero exactly once
system_recalibration_001,OM-01,OM01-DARK-POSTZERO-001,OM01-RESULT-DARK-POSTZERO,covered_postzero_mean,-0.0000500513,W,mean,sensor plane,positive_is_incident_power,corrected,0.000005688,,,PASS,OM01-RAW-DARK-0004,Standard uncertainty is sample SD/sqrt(20)
system_recalibration_001,OM-01,OM01-DARK-POSTZERO-001,OM01-RESULT-DARK-POSTZERO,covered_postzero_repeatability,0.0000254404,W,sample_standard_deviation,sensor plane,positive_is_incident_power,corrected,,,,PASS,OM01-RAW-DARK-0004,Near-zero covered response
system_recalibration_001,OM-01,OM01-DARK540-PREZERO-001,OM01-RESULT-540-DARK,covered_prezero_mean,-0.0177580967,W,mean,temporary OPO output reference plane,positive_is_incident_power,raw,0.000005431,,,PASS,OM01-RAW-540-0001,Sample SD divided by sqrt 30
system_recalibration_001,OM-01,OM01-DARK540-PREZERO-001,OM01-RESULT-540-DARK,covered_prezero_repeatability,0.0000297477,W,sample_standard_deviation,temporary OPO output reference plane,positive_is_incident_power,raw,,,,PASS,OM01-RAW-540-0001,Below 0.2 mW manufacturer noise
system_recalibration_001,OM-01,OM01-DARK540-POSTZERO-001,OM01-RESULT-540-DARK,stored_zero,-0.01801508,W,meter_readback,temporary OPO output reference plane,positive_is_incident_power,corrected,,,,PASS,OM01-RAW-540-0003,Operator pressed Zero once
system_recalibration_001,OM-01,OM01-DARK540-POSTZERO-001,OM01-RESULT-540-DARK,covered_postzero_mean,0.0002714906,W,mean,temporary OPO output reference plane,positive_is_incident_power,corrected,0.000003652,,,PASS,OM01-RAW-540-0003,Noise-limited residual
system_recalibration_001,OM-01,OM01-AMBIENT540-001,OM01-RESULT-540-AMBIENT,uncovered_shuttered_ambient_mean,0.001116321,W,mean,temporary OPO output reference plane,positive_is_incident_power,corrected,0.000012429,,,PASS,OM01-RAW-540-0005,Final acceptance disposition in analysis sidecar
system_recalibration_001,OM-01,OM01-ILLUM540-REPEAT-001,OM01-RESULT-540-ILLUM,representative_average_power,0.0843148227,W,mean_of_three_window_means,temporary OPO output reference plane,positive_is_incident_power,wavelength_and_zero_corrected,0.001215412,,,PASS,OM01-AN-540-001,"Meter-readiness result only; source calibration not claimed"
system_recalibration_001,OM-01,OM01-ILLUM540-REPEAT-001,OM01-RESULT-540-ILLUM,between_window_cv,1.441516,percent,cv_of_three_window_means,temporary OPO output reference plane,not_applicable,wavelength_and_zero_corrected,,,,PASS,OM01-AN-540-001,Installed repeatability acquisition demonstrated
system_recalibration_001,OM-01,OM01-ILLUM540-REPEAT-001,OM01-RESULT-540-ILLUM,provisional_expanded_uncertainty,4.34,percent,k2_rss,temporary OPO output reference plane,not_applicable,provisional,2.17,2,4.34,PROVISIONAL_SPATIAL_LIMIT,OM01-ART-UNC-0001,Binary containment only; no quantitative diameter claim
system_recalibration_001,OM-01,OM01-SHUTTER540-RETURN-001,OM01-RESULT-540-SHUTTER,shuttered_return_mean,0.0013208963,W,mean,temporary OPO output reference plane,positive_is_incident_power,corrected,0.000006012,,,PASS,OM01-RAW-540-0007,Illuminated signal removed by shutter
system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,OM01-RESULT-540-REVISIT,stable_tail_mean,0.1260730617,W,mean_last_120_samples,temporary OPO output reference plane,positive_is_incident_power,wavelength_and_zero_corrected,0.003879718,,,SOURCE_EVOLUTION,OM01-AN-540-001,49.5 percent above initial mean; retained for PB-02 not meter uncertainty
system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,OM01-RESULT-540-REVISIT,beam_contained_within_sensor_radius,1,bool,operator_observation,temporary OPO output reference plane,not_applicable,bounded_binary,,,,PASS,OM01-ART-SPATIAL-0001,Complete visible 540 nm beam fit within known 8 mm active radius
