campaign_id,phase_id,acquisition_id,result_set_id,quantity_name,value,unit,statistic,reference_plane,sign_convention,correction_state,standard_uncertainty,coverage_factor,expanded_uncertainty,quality_flag,analysis_artifact_id,notes
system_recalibration_001,HF-01,HF01-TIMING10-R3-001,HF01-RESULT-TIMING10-R3-REJECTED,pico_b_rising_relative_to_ext_trigger,1.0327955589886446,ns,sample_standard_deviation,PicoScope B relative to EXT,positive means B after EXT,raw,,1,,REJECTED_MASTER_CLOCK_UNLOCKED,HF01-ANALYSIS-TIMING10-R3-001,Event statistic preserved but R3 acceptance is superseded by R5
system_recalibration_001,HF-01,HF01-TIMING10-R3-001,HF01-RESULT-TIMING10-R3-REJECTED,hf2_dio0_rising_edge_count,10,count,count,HF2LI DIO0,,raw,,1,,REJECTED_MASTER_CLOCK_UNLOCKED,HF01-ANALYSIS-TIMING10-R3-001,Exactly ten events observed under an unlocked external master clock
system_recalibration_001,HF-01,HF01-TIMING10-R3-001,HF01-RESULT-TIMING10-R3-REJECTED,hf2_dio1_rising_edge_count,10,count,count,HF2LI DIO1,,raw,,1,,REJECTED_MASTER_CLOCK_UNLOCKED,HF01-ANALYSIS-TIMING10-R3-001,Exactly ten events observed under an unlocked external master clock
system_recalibration_001,HF-01,HF01-TIMING10-R3-001,HF01-RESULT-TIMING10-R3-REJECTED,hf2_dio1_rising_relative_to_dio0,0,us,mean,HF2LI DIO1 relative to DIO0,positive means DIO1 after DIO0,raw,,1,2.1714285714285713,REJECTED_MASTER_CLOCK_UNLOCKED,HF01-ANALYSIS-TIMING10-R3-001,Same-sample statistic preserved but not accepted
system_recalibration_001,HF-01,HF01-TIMING10-R3-001,HF01-RESULT-TIMING10-R3-REJECTED,hf2_stream_margin_after_last_copy_edge,180.0353142857143,ms,interval,HF2LI DIO stream,positive means retained stream after final edge,raw,,1,,REJECTED_MASTER_CLOCK_UNLOCKED,HF01-ANALYSIS-TIMING10-R3-001,Stream margin preserved but not accepted
system_recalibration_001,HF-01,HF01-AWG-FIRST-ENABLE-R1-001,HF01-RESULT-AWG-FIRST-ENABLE-R1,connected_stimulus_amplitude,0.051247817269791676,Vpp,sine_fit,PicoScope channel A at tee monitor arm,positive peak-to-peak,raw,0.00043842293492633237,1,,PASS,HF01-ANALYSIS-AWG-FIRST-ENABLE-R1-001,Measured connected voltage is stimulus authority
system_recalibration_001,HF-01,HF01-AWG-FIRST-ENABLE-R1-001,HF01-RESULT-AWG-FIRST-ENABLE-R1,connected_stimulus_dc_offset,-0.001485368479330709,V,mean,PicoScope channel A at tee monitor arm,positive relative to ground,raw,0.00043842293492633237,1,,PASS,HF01-ANALYSIS-AWG-FIRST-ENABLE-R1-001,Inside five millivolt guard
system_recalibration_001,HF-01,HF01-AWG-FIRST-ENABLE-R1-001,HF01-RESULT-AWG-FIRST-ENABLE-R1,connected_to_programmed_vpp_ratio,1.0249563453958335,ratio,ratio,PicoScope monitor relative to programmed AWG value,positive magnitude,raw,0.008768458698526647,1,,PASS,HF01-ANALYSIS-AWG-FIRST-ENABLE-R1-001,Residual-based relative standard term
system_recalibration_001,HF-01,HF01-AWG-FIRST-ENABLE-R1-001,HF01-RESULT-AWG-FIRST-ENABLE-R1,nonzero_output_interval,306.806,ms,interval,PicoScope generator API timestamps,positive duration,raw,,1,,PASS,HF01-ANALYSIS-AWG-FIRST-ENABLE-R1-001,Output forced zero immediately after capture
system_recalibration_001,HF-01,HF01-TIMING10-R5-001,HF01-RESULT-TIMING10-R5-ACCEPTED,hf2_dio0_rising_edge_count,10,count,count,HF2LI DIO0,,raw,,1,,PASS,HF01-ANALYSIS-TIMING10-R5-001,External master clock selected with PLL and DCM lock flags zero
system_recalibration_001,HF-01,HF01-TIMING10-R5-001,HF01-RESULT-TIMING10-R5-ACCEPTED,hf2_dio1_rising_edge_count,10,count,count,HF2LI DIO1,,raw,,1,,PASS,HF01-ANALYSIS-TIMING10-R5-001,Exactly ten one-to-one events
system_recalibration_001,HF-01,HF01-TIMING10-R5-001,HF01-RESULT-TIMING10-R5-ACCEPTED,hf2_dio1_rising_relative_to_dio0,0,device_tick,mean,HF2LI DIO1 relative to DIO0,positive means DIO1 after DIO0,raw,,1,,PASS_RESOLUTION_BOUNDED,HF01-ANALYSIS-TIMING10-R5-001,All ten edge pairs occur at identical streamed timestamps
system_recalibration_001,HF-01,HF01-TIMING10-R5-001,HF01-RESULT-TIMING10-R5-ACCEPTED,hf2_stream_margin_after_last_copy_edge,180.02228571428572,ms,interval,HF2LI DIO stream,positive means retained stream after final edge,raw,,1,,PASS,HF01-ANALYSIS-TIMING10-R5-001,Exceeds the frozen minimum
system_recalibration_001,HF-01,HF01-TIMING10-R5-001,HF01-RESULT-TIMING10-R5-ACCEPTED,pico_overflow_event_count,0,count,count,PicoScope rapid block,,raw,,1,,PASS,HF01-ANALYSIS-TIMING10-R5-001,Ten processed segments at 2 ns sample interval
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-R2-001,HF01-RESULT-MODEL-VALIDATION-001,carrier_scale_fractional_span,0.350662847128678,ratio,span_over_mean,HF2LI Input 1 demodulated carrier,,raw,,1,,REJECTED_INTEGRITY,HF01-ANALYSIS-MODEL-VALIDATION-001,First carrier replicate inconsistent with the other two
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-R2-001,HF01-RESULT-MODEL-VALIDATION-001,normalized_rms_magnitude_residual,0.08250080807064947,ratio,rms,HF2LI Input 1 demodulated response,,derived,,1,,NOT_ACCEPTED,HF01-ANALYSIS-MODEL-VALIDATION-001,Exceeds 0.05 but cannot be interpreted as a model rejection because carrier repeatability failed
system_recalibration_001,HF-01,HF01-ANCHOR-INTERMEDIATE-R1-001,HF01-RESULT-MODEL-VALIDATION-001,normalized_rms_magnitude_residual,0.0004444770974071897,ratio,rms,HF2LI Input 1 demodulated response,,derived,,1,,PASS_PARTIAL_METRIC,HF01-ANALYSIS-MODEL-VALIDATION-001,Phase-domain metrics remain unavailable
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-R3-001,HF01-RESULT-MODEL-VALIDATION-001,installed_timeconstant_readback,0.07115309999965486,s,readback,HF2LI demodulator 0,,raw,,1,,PASS_READBACK_AUTHORITY,HF01-ANALYSIS-MODEL-VALIDATION-001,Nearest installed supported value to requested 100 ms
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-R3-001,HF01-RESULT-MODEL-VALIDATION-001,normalized_rms_magnitude_residual,0.00033420947784949015,ratio,rms,HF2LI Input 1 demodulated response,,derived,,1,,PASS_PARTIAL_METRIC,HF01-ANALYSIS-MODEL-VALIDATION-001,Phase-domain metrics remain unavailable
system_recalibration_001,HF-01,HF01-TARGET-HIGHORDER-001,HF01-RESULT-MODEL-VALIDATION-001,normalized_rms_magnitude_residual,0.010782029569904998,ratio,rms,HF2LI Input 1 demodulated response,,derived,,1,,DIAGNOSTIC_ONLY,HF01-ANALYSIS-MODEL-VALIDATION-001,Target trigger superseded; not used for model acceptance
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-V2-001,HF01-RESULT-PIPELINE-DELAY-DIAG-001,paired_demodulator_pipeline_delay,0.0000005679510873059268,s,weighted_zero_intercept_fit,HF2LI demodulator 0 relative to demodulator 1,positive means test pipeline later,derived,0.00000000003123269799325765,1,,DIAGNOSTIC_ONLY,HF01-ANALYSIS-PIPELINE-DELAY-DIAG-001,Exploratory v2 estimate used only to define the prospective bounded v3 method
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-V3-001,HF01-RESULT-V3-FAST,normalized_rms_corrected_complex_residual,5.359802270908416e-05,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-V3-001,HF01-RESULT-V3-FAST,cutoff_relative_residual,-1.8286568532384864e-16,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-V3-001,HF01-RESULT-V3-FAST,paired_pipeline_delay,5.679829846305412e-07,s,derived,HF2LI electronic signal path,,derived,2.0014285609448848e-11,1,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-V3-001,HF01-RESULT-V3-FAST,zero_noise_complex_rms,1.267129112765313e-05,V,median,HF2LI electronic signal path,,raw,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-FAST-V3-001,HF01-RESULT-V3-FAST,manufacturer_enbw,62499.68371066581,Hz,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-INTERMEDIATE-V3-001,HF01-RESULT-V3-INTERMEDIATE,normalized_rms_corrected_complex_residual,0.00024148850586392813,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-INTERMEDIATE-V3-001,HF01-RESULT-V3-INTERMEDIATE,cutoff_relative_residual,-1.0283023352232572e-15,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-INTERMEDIATE-V3-001,HF01-RESULT-V3-INTERMEDIATE,paired_pipeline_delay,1.214924976856469e-06,s,derived,HF2LI electronic signal path,,derived,2.2726993460568806e-06,1,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-INTERMEDIATE-V3-001,HF01-RESULT-V3-INTERMEDIATE,zero_noise_complex_rms,5.312740406605835e-07,V,median,HF2LI electronic signal path,,raw,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-INTERMEDIATE-V3-001,HF01-RESULT-V3-INTERMEDIATE,manufacturer_enbw,77.97772286014825,Hz,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-V3-R1-001,HF01-RESULT-V3-SLOW,normalized_rms_corrected_complex_residual,0.017673905493791883,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-V3-R1-001,HF01-RESULT-V3-SLOW,cutoff_relative_residual,0.0004395414855290475,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-V3-R1-001,HF01-RESULT-V3-SLOW,paired_pipeline_delay,0.0026462868830082835,s,derived,HF2LI electronic signal path,,derived,0.0006053106593877947,1,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-V3-R1-001,HF01-RESULT-V3-SLOW,zero_noise_complex_rms,6.849210773139334e-05,V,median,HF2LI electronic signal path,,raw,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-V3-R1-001,HF01-RESULT-V3-SLOW,manufacturer_enbw,0.7359927264272957,Hz,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,
system_recalibration_001,HF-01,HF01-ANCHOR-SLOW-V3-001,HF01-RESULT-V3-SLOW-REJECTED,anchor_acceptance,0,boolean,derived,HF2LI electronic signal path,,derived,,,,REJECTED,HF01-ANALYSIS-DUAL-DEMOD-MODEL-001,One rising transition exceeded the 120 percent settling limit; identical-setting R1 passed.
system_recalibration_001,HF-01,HF01-HF2-SUPPORTED-SPACE-001,HF01-RESULT-SUPPORTED-SELECTION,candidate_configuration_count,133056,count,count,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-HRP,filter_order,4,count,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-HRP,timeconstant_readback,0.0010018887078828383,s,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-HRP,output_rate,899.4654605263158,Sa/s,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-HRP,rate_to_cutoff_ratio,13.017126021595887,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-HRP,attenuation_fraction,2.00755894330662e-06,fraction,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-SELECTED-MBCO,filter_order,1,count,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-SELECTED-MBCO,timeconstant_readback,5.600017467592051e-06,s,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-SELECTED-MBCO,output_rate,230263.15789473685,Sa/s,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-SELECTED-MBCO,rate_to_cutoff_ratio,8.102027378495523,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-SELECTED-MBCO,attenuation_fraction,0.8242098928985472,fraction,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-SELECTED-MBCO,samples_per_mandatory_1us_feature,0.23026315789473684,sample/feature,derived,HF2LI electronic signal path,,derived,,,,LIMITATION,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,Mandatory 1 us feature is outside the valid HF2LI two-channel envelope.
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-SWEEP,filter_order,4,count,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-SWEEP,timeconstant_readback,0.0010018887078828383,s,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-SWEEP,output_rate,899.4654605263158,Sa/s,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-SWEEP,rate_to_cutoff_ratio,13.017126021595887,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-SELECTED-SWEEP,attenuation_fraction,0.0032043774971993733,fraction,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SUPPORTED-CONFIGURATIONS-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN1-001,HF01-RESULT-RATE-MBCO,rate_to_cutoff_ratio,8.102027378495523,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-LOWER-MBCO-IN1-001,HF01-RESULT-RATE-MBCO-LOWER,rate_to_cutoff_ratio,4.051013689247761,ratio,derived,HF2LI electronic signal path,,derived,,,,REJECTED,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN1-001,HF01-RESULT-RATE-SWEEP_HRP,rate_to_cutoff_ratio,13.017126021595887,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-LOWER-SWEEP-HRP-IN1-001,HF01-RESULT-RATE-SWEEP_HRP-LOWER,rate_to_cutoff_ratio,6.5085630107979435,ratio,derived,HF2LI electronic signal path,,derived,,,,REJECTED,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-MBCO,gain_fractional_difference,1.858816356392623e-06,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-MBCO,phase_difference_rad,6.546554629037006e-07,rad,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-MBCO,cutoff_fractional_difference,0.0,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-MBCO,settling_fractional_difference,0.018507089909172603,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-MBCO-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-MBCO,zero_noise_fractional_difference,0.003962100299646831,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-SWEEP_HRP,gain_fractional_difference,0.00011708685931832719,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-SWEEP_HRP,phase_difference_rad,0.0011837656415342008,rad,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-SWEEP_HRP,cutoff_fractional_difference,0.0008785037203918877,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-SWEEP_HRP,settling_fractional_difference,0.005708642841065759,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-SELECTED-SWEEP-HRP-IN2-001,HF01-RESULT-CHANNEL-EQUIVALENCE-SWEEP_HRP,zero_noise_fractional_difference,0.07136726705497942,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-RANGE-LOW-IN2-001,HF01-RESULT-RANGE-IN2,connected_amplitude_vpp,0.010372586269143766,V,measured Vpp,PicoScope channel A connected tee monitor,,raw,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-RESULT-RANGE-IN2,connected_amplitude_vpp,0.1011886797560805,V,measured Vpp,PicoScope channel A connected tee monitor,,raw,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-RANGE-HIGH-IN2-001,HF01-RESULT-RANGE-IN2,high_to_low_amplitude_ratio,9.755395340224382,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-ANALYSIS-SELECTED-CONFIRMATION-001,
system_recalibration_001,HF-01,HF01-CONFIG-RELOAD-001,HF01-RESULT-CONFIG-RELOAD,maximum_reload_relative_difference,0,ratio,derived,HF2LI electronic signal path,,derived,,,,PASS,HF01-CONFIG-RELOAD-001,All observed double differences were zero; integer nodes matched exactly.
system_recalibration_001,HF-01,HF01-FINAL-RESTORATION-STATE-R1-001,HF01-RESULT-FINAL-RESTORATION,restored_hf2_node_match_count,25,count,count,HF2LI electronic signal path,,derived,,,,PASS,HF01-FINAL-RESTORATION-STATE-R1-001,
system_recalibration_001,HF-01,HF01-FINAL-RESTORATION-STATE-R1-001,HF01-RESULT-FINAL-RESTORATION,unclean_hf2_status_flag_count,0,count,count,HF2LI electronic signal path,,derived,,,,PASS,HF01-FINAL-RESTORATION-STATE-R1-001,
