artifact_id,campaign_id,phase_id,acquisition_id,relative_path,artifact_role,media_type,byte_size,created_utc,modified_utc,producer,source_artifact_ids,immutable,notes
PT01-ART-0024,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/active_recipe_100000ns.json,readback,application/json,10949,2026-08-17T17:02:28.912110+00:00,2026-08-17T17:02:28.915122+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0025,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/active_recipe_10000ns.json,readback,application/json,10947,2026-08-17T17:01:42.373062+00:00,2026-08-17T17:01:42.374062+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0026,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/active_recipe_1000ns.json,readback,application/json,10945,2026-08-17T17:00:55.835823+00:00,2026-08-17T17:00:55.837823+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0027,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/active_recipe_100ns.json,readback,application/json,10943,2026-08-17T17:00:08.947704+00:00,2026-08-17T17:00:08.948217+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0028,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/analysis.json,readback,application/json,9302,2026-08-17T17:12:21.960943+00:00,2026-08-17T17:12:21.965560+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0029,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/analysis_scope_corrected_provisional.json,readback,application/json,7347,2026-08-17T17:12:21.964520+00:00,2026-08-17T17:12:21.965033+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0030,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/capture_attempts_0ns.csv,derived_table,text/csv,30933,2026-08-17T16:59:23.057197+00:00,2026-08-17T17:00:02.833086+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0031,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/capture_attempts_1000000ns.csv,derived_table,text/csv,32113,2026-08-17T17:03:15.925256+00:00,2026-08-17T17:03:55.866476+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0032,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/capture_attempts_100000ns.csv,derived_table,text/csv,31907,2026-08-17T17:02:29.282046+00:00,2026-08-17T17:03:09.451617+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0033,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/capture_attempts_10000ns.csv,derived_table,text/csv,31606,2026-08-17T17:01:42.829513+00:00,2026-08-17T17:02:22.787258+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0034,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/capture_attempts_1000ns.csv,derived_table,text/csv,31421,2026-08-17T17:00:56.262895+00:00,2026-08-17T17:01:36.245553+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0035,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/capture_attempts_100ns.csv,derived_table,text/csv,31209,2026-08-17T17:00:09.412547+00:00,2026-08-17T17:00:49.704163+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0036,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/command_log.txt,log,text/plain,109246,2026-08-17T16:59:09.142105+00:00,2026-08-17T17:04:01.608504+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0037,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/picoscope_0ns.json,readback,application/json,973,2026-08-17T16:59:16.330365+00:00,2026-08-17T16:59:16.331364+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0038,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/picoscope_1000000ns.json,readback,application/json,973,2026-08-17T17:03:09.453693+00:00,2026-08-17T17:03:09.454699+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0039,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/picoscope_100000ns.json,readback,application/json,973,2026-08-17T17:02:22.789764+00:00,2026-08-17T17:02:22.789764+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0040,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/picoscope_10000ns.json,readback,application/json,973,2026-08-17T17:01:36.247577+00:00,2026-08-17T17:01:36.248577+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0041,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/picoscope_1000ns.json,readback,application/json,973,2026-08-17T17:00:49.706161+00:00,2026-08-17T17:00:49.707666+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0042,system_recalibration_001,PT-01,,readbacks/PT-01/setup_1_fire_to_process_trigger/picoscope_100ns.json,readback,application/json,973,2026-08-17T17:00:02.835752+00:00,2026-08-17T17:00:02.836278+00:00,PT-01 phase workflow,,true,No content hash is used as an operational gate
PT01-ART-0043,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A001,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_001.csv,native_raw,text/csv,2377858,2026-08-17T16:59:22.731896+00:00,2026-08-17T16:59:22.794420+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0044,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A002,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_002.csv,native_raw,text/csv,2378221,2026-08-17T16:59:23.140285+00:00,2026-08-17T16:59:23.206009+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0045,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A003,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_003.csv,native_raw,text/csv,2375170,2026-08-17T16:59:23.534172+00:00,2026-08-17T16:59:23.597289+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0046,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A004,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_004.csv,native_raw,text/csv,2376132,2026-08-17T16:59:23.932792+00:00,2026-08-17T16:59:23.997416+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0047,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A005,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_005.csv,native_raw,text/csv,2375379,2026-08-17T16:59:24.340967+00:00,2026-08-17T16:59:24.405939+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0048,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A006,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_006.csv,native_raw,text/csv,2373085,2026-08-17T16:59:24.741468+00:00,2026-08-17T16:59:24.803948+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0049,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A007,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_007.csv,native_raw,text/csv,2373332,2026-08-17T16:59:25.140125+00:00,2026-08-17T16:59:25.205516+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0050,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A008,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_008.csv,native_raw,text/csv,2373929,2026-08-17T16:59:25.540622+00:00,2026-08-17T16:59:25.605148+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0051,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A009,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_009.csv,native_raw,text/csv,2374515,2026-08-17T16:59:25.938826+00:00,2026-08-17T16:59:26.002143+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0052,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A010,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_010.csv,native_raw,text/csv,2372534,2026-08-17T16:59:26.338187+00:00,2026-08-17T16:59:26.401818+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0053,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A011,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_011.csv,native_raw,text/csv,2371938,2026-08-17T16:59:26.737944+00:00,2026-08-17T16:59:26.801025+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0054,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A012,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_012.csv,native_raw,text/csv,2373792,2026-08-17T16:59:27.145972+00:00,2026-08-17T16:59:27.212614+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0055,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A013,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_013.csv,native_raw,text/csv,2371972,2026-08-17T16:59:27.537207+00:00,2026-08-17T16:59:27.601271+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0056,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A014,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_014.csv,native_raw,text/csv,2371464,2026-08-17T16:59:27.945835+00:00,2026-08-17T16:59:28.009998+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0057,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A015,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_015.csv,native_raw,text/csv,2370498,2026-08-17T16:59:28.342585+00:00,2026-08-17T16:59:28.406552+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0058,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A016,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_016.csv,native_raw,text/csv,2371516,2026-08-17T16:59:28.741521+00:00,2026-08-17T16:59:28.804674+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0059,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A017,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_017.csv,native_raw,text/csv,2370239,2026-08-17T16:59:29.140579+00:00,2026-08-17T16:59:29.203646+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0060,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A018,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_018.csv,native_raw,text/csv,2370296,2026-08-17T16:59:29.546215+00:00,2026-08-17T16:59:29.614392+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0061,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A019,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_019.csv,native_raw,text/csv,2368550,2026-08-17T16:59:29.939814+00:00,2026-08-17T16:59:30.004643+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0062,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A020,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_020.csv,native_raw,text/csv,2367291,2026-08-17T16:59:30.342629+00:00,2026-08-17T16:59:30.408188+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0063,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A021,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_021.csv,native_raw,text/csv,2371291,2026-08-17T16:59:30.749927+00:00,2026-08-17T16:59:30.816082+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0064,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A022,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_022.csv,native_raw,text/csv,2368173,2026-08-17T16:59:31.151303+00:00,2026-08-17T16:59:31.214505+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0065,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A023,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_023.csv,native_raw,text/csv,2366546,2026-08-17T16:59:31.551747+00:00,2026-08-17T16:59:31.615877+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0066,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A024,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_024.csv,native_raw,text/csv,2366827,2026-08-17T16:59:31.944181+00:00,2026-08-17T16:59:32.010179+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0067,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A025,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_025.csv,native_raw,text/csv,2364957,2026-08-17T16:59:32.341650+00:00,2026-08-17T16:59:32.406204+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0068,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A026,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_026.csv,native_raw,text/csv,2366363,2026-08-17T16:59:32.746134+00:00,2026-08-17T16:59:32.811402+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0069,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A027,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_027.csv,native_raw,text/csv,2364089,2026-08-17T16:59:33.146126+00:00,2026-08-17T16:59:33.210048+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0070,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A028,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_028.csv,native_raw,text/csv,2362316,2026-08-17T16:59:33.547452+00:00,2026-08-17T16:59:33.611531+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0071,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A029,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_029.csv,native_raw,text/csv,2363504,2026-08-17T16:59:33.948173+00:00,2026-08-17T16:59:34.012272+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0072,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A030,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_030.csv,native_raw,text/csv,2363720,2026-08-17T16:59:34.346361+00:00,2026-08-17T16:59:34.411414+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0073,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A031,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_031.csv,native_raw,text/csv,2362445,2026-08-17T16:59:34.746297+00:00,2026-08-17T16:59:34.811257+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0074,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A032,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_032.csv,native_raw,text/csv,2361186,2026-08-17T16:59:35.147938+00:00,2026-08-17T16:59:35.212249+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0075,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A033,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_033.csv,native_raw,text/csv,2361116,2026-08-17T16:59:35.546280+00:00,2026-08-17T16:59:35.613768+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0076,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A034,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_034.csv,native_raw,text/csv,2360605,2026-08-17T16:59:35.954362+00:00,2026-08-17T16:59:36.017017+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0077,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A035,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_035.csv,native_raw,text/csv,2363179,2026-08-17T16:59:36.349295+00:00,2026-08-17T16:59:36.415091+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0078,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A036,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_036.csv,native_raw,text/csv,2362563,2026-08-17T16:59:36.749285+00:00,2026-08-17T16:59:36.816008+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0079,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A037,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_037.csv,native_raw,text/csv,2360534,2026-08-17T16:59:37.147593+00:00,2026-08-17T16:59:37.212163+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0080,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A038,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_038.csv,native_raw,text/csv,2361534,2026-08-17T16:59:37.555004+00:00,2026-08-17T16:59:37.621276+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0081,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A039,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_039.csv,native_raw,text/csv,2358471,2026-08-17T16:59:37.949471+00:00,2026-08-17T16:59:38.012371+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0082,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A040,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_040.csv,native_raw,text/csv,2361148,2026-08-17T16:59:38.355125+00:00,2026-08-17T16:59:38.420655+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0083,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A041,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_041.csv,native_raw,text/csv,2359133,2026-08-17T16:59:38.757481+00:00,2026-08-17T16:59:38.822660+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0084,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A042,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_042.csv,native_raw,text/csv,2358358,2026-08-17T16:59:39.151056+00:00,2026-08-17T16:59:39.219433+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0085,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A043,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_043.csv,native_raw,text/csv,2358676,2026-08-17T16:59:39.558287+00:00,2026-08-17T16:59:39.621794+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0086,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A044,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_044.csv,native_raw,text/csv,2357111,2026-08-17T16:59:39.954407+00:00,2026-08-17T16:59:40.023021+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0087,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A045,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_045.csv,native_raw,text/csv,2354632,2026-08-17T16:59:40.361303+00:00,2026-08-17T16:59:40.427414+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0088,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A046,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_046.csv,native_raw,text/csv,2358687,2026-08-17T16:59:40.758438+00:00,2026-08-17T16:59:40.824543+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0089,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A047,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_047.csv,native_raw,text/csv,2355980,2026-08-17T16:59:41.162735+00:00,2026-08-17T16:59:41.227954+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0090,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A048,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_048.csv,native_raw,text/csv,2354750,2026-08-17T16:59:41.561832+00:00,2026-08-17T16:59:41.631116+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0091,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A049,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_049.csv,native_raw,text/csv,2355233,2026-08-17T16:59:41.962081+00:00,2026-08-17T16:59:42.026743+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0092,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A050,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_050.csv,native_raw,text/csv,2353025,2026-08-17T16:59:42.361973+00:00,2026-08-17T16:59:42.429523+00:00,PicoScopeService,,true,No content hash is used as an operational gate
PT01-ART-0093,system_recalibration_001,PT-01,PT01-TC08-0000000NS-A051,readbacks/PT-01/setup_1_fire_to_process_trigger/raw/0ns/attempt_051.csv,native_raw,text/csv,2351718,2026-08-17T16:59:42.759048+00:00,2026-08-17T16:59:42.822965+00:00,PicoScopeService,,true,No content hash is used as an operational gate
