artifact_id,campaign_id,phase_id,acquisition_id,relative_path,artifact_role,media_type,byte_size,created_utc,modified_utc,producer,source_artifact_ids,immutable,notes
MC01-ART-0036,system_recalibration_001,MC-01,,phases/MC-01/dio_diagnostic_analysis.md,analysis_document,application/octet-stream,1799,2026-08-17T22:29:35.585643Z,2026-08-17T22:29:35.586150Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0009,system_recalibration_001,MC-01,,phases/MC-01/exclusions.csv,derived_table,application/vnd.ms-excel,3264,2026-08-17T18:18:11.494239Z,2026-08-17T22:44:06.017716Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0010,system_recalibration_001,MC-01,,phases/MC-01/expected_observed.csv,derived_table,application/vnd.ms-excel,2007,2026-08-17T20:25:02.038918Z,2026-08-17T22:45:20.508877Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0011,system_recalibration_001,MC-01,,phases/MC-01/final_report.md,report,application/octet-stream,4204,2026-08-17T20:25:02.043421Z,2026-08-17T22:42:08.441199Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0012,system_recalibration_001,MC-01,,phases/MC-01/final_safe_idle_command_log.txt,log,text/plain,13570,2026-08-17T20:23:51.723782Z,2026-08-17T20:23:57.513173Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0013,system_recalibration_001,MC-01,,phases/MC-01/final_safe_idle_readback.json,readback,application/json,10858,2026-08-17T20:23:57.740450Z,2026-08-17T20:23:57.741458Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0014,system_recalibration_001,MC-01,,phases/MC-01/final_safe_idle_status.json,readback,application/json,531,2026-08-17T20:23:51.714627Z,2026-08-17T20:23:57.742484Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0037,system_recalibration_001,MC-01,,phases/MC-01/fire_one_process_trigger.py,analysis_source,text/x-python,3340,2026-08-17T22:01:41.606398Z,2026-08-17T22:01:41.607425Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0038,system_recalibration_001,MC-01,,phases/MC-01/fire_one_started_process_trigger.py,analysis_source,text/x-python,3448,2026-08-17T22:03:32.487513Z,2026-08-17T22:03:32.487513Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0039,system_recalibration_001,MC-01,,phases/MC-01/labone_runtime_recovery.md,analysis_document,application/octet-stream,826,2026-08-17T22:13:06.445537Z,2026-08-17T22:13:06.445537Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0015,system_recalibration_001,MC-01,,phases/MC-01/measurements.csv,derived_table,application/vnd.ms-excel,3541,2026-08-17T18:18:11.493239Z,2026-08-17T22:45:20.509882Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0016,system_recalibration_001,MC-01,,phases/MC-01/operator_confirmations.md,analysis_document,application/octet-stream,13099,2026-08-17T19:09:32.669206Z,2026-08-17T22:44:39.469773Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0017,system_recalibration_001,MC-01,,phases/MC-01/operator_gate_1.md,analysis_document,application/octet-stream,2729,2026-08-17T18:18:11.487727Z,2026-08-17T20:32:59.557810Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0032,system_recalibration_001,MC-01,,phases/MC-01/operator_gate_2.md,analysis_document,application/octet-stream,6263,2026-08-17T20:34:50.313925Z,2026-08-17T22:32:42.918532Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0040,system_recalibration_001,MC-01,,phases/MC-01/optical_emission_clarification.md,analysis_document,application/octet-stream,981,2026-08-17T22:32:42.916833Z,2026-08-17T22:32:42.917350Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0018,system_recalibration_001,MC-01,,phases/MC-01/phase_manifest.json,readback,application/json,1948,2026-08-17T20:25:02.044425Z,2026-08-17T22:42:53.773973Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-LOG-002,system_recalibration_001,MC-01,,phases/MC-01/postconfiguration_safe_idle_command_log.txt,log,text/plain,13397,2026-08-17T20:05:21.206267Z,2026-08-17T20:05:26.952049Z,TimingRecipeManager,MC01-SOURCE-002,true,T660-only postconfiguration command and readback log
MC01-READBACK-003,system_recalibration_001,MC-01,,phases/MC-01/postconfiguration_safe_idle_readback.json,readback,application/json,10858,2026-08-17T20:05:27.179063Z,2026-08-17T20:05:27.179063Z,TimingRecipeManager,,true,Postconfiguration safe idle matched with zero mismatches
MC01-READBACK-004,system_recalibration_001,MC-01,,phases/MC-01/postconfiguration_safe_idle_status.json,readback,application/json,551,2026-08-17T20:05:21.196711Z,2026-08-17T20:05:27.180350Z,apply_t660_safe_idle_after_config.py,MC01-SOURCE-002;MC01-READBACK-003,true,No SDK connection or output enable authorized
MC01-LOG-001,system_recalibration_001,MC-01,,phases/MC-01/preconfiguration_safe_idle_command_log.txt,log,text/plain,13570,2026-08-17T19:49:49.629375Z,2026-08-17T19:49:55.405867Z,TimingRecipeManager,MC01-SOURCE-001,true,T660-only command and readback log
MC01-READBACK-001,system_recalibration_001,MC-01,,phases/MC-01/preconfiguration_safe_idle_readback.json,readback,application/json,10858,2026-08-17T19:49:55.641564Z,2026-08-17T19:49:55.642076Z,TimingRecipeManager,,true,Preconfiguration T660 safe idle matched with zero mismatches
MC01-READBACK-002,system_recalibration_001,MC-01,,phases/MC-01/preconfiguration_safe_idle_status.json,readback,application/json,534,2026-08-17T19:49:49.619805Z,2026-08-17T19:49:55.643621Z,apply_t660_safe_idle.py,MC01-SOURCE-001;MC01-READBACK-001,true,No SDK connection or output enable authorized
MC01-ART-0041,system_recalibration_001,MC-01,,phases/MC-01/qualify_sdk_controls.py,analysis_source,text/x-python,3550,2026-08-17T22:30:39.478400Z,2026-08-17T22:30:39.478919Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0042,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/armed_prestart.png,native_raw,image/png,99647,2026-08-17T21:59:51.835864Z,2026-08-17T21:59:43.002412Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0043,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/idle_dio_exporter_diagnostic_raw.csv,native_raw,application/vnd.ms-excel,29974,2026-08-17T22:25:10.553168Z,2026-08-17T22:25:10.554402Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0044,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/idle_dio_exporter_diagnostic_summary.csv,native_raw,application/vnd.ms-excel,193,2026-08-17T22:25:10.555406Z,2026-08-17T22:25:10.555406Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0045,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/idle_raw_poll_dio_diagnostic.csv,native_raw,application/vnd.ms-excel,117549,2026-08-17T22:27:10.195771Z,2026-08-17T22:27:10.201846Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0046,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/idle_raw_poll_dio_summary.csv,native_raw,application/vnd.ms-excel,197,2026-08-17T22:27:10.202846Z,2026-08-17T22:27:10.204295Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0047,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/prearm_laser_settings.png,native_raw,image/png,123071,2026-08-17T21:58:56.955282Z,2026-08-17T21:58:15.924714Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0048,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/prearm_step_measure.png,native_raw,image/png,99693,2026-08-17T21:58:56.957407Z,2026-08-17T21:58:33.454861Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0049,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/repeat1_advanced_1934_waiting_stop.png,native_raw,image/png,114494,2026-08-17T22:04:23.763494Z,2026-08-17T22:04:00.558483Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0050,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/repeat1_stopped_emission_off_armed.png,native_raw,image/png,100260,2026-08-17T22:06:25.671740Z,2026-08-17T22:05:09.461760Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0051,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/repeat1_waiting_1905.png,native_raw,image/png,100878,2026-08-17T22:01:00.212716Z,2026-08-17T22:00:39.013111Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0052,system_recalibration_001,MC-01,,phases/MC-01/raw/active_continuation/repeat2_advanced_1934_waiting_stop.png,native_raw,image/png,101292,2026-08-17T22:18:58.888555Z,2026-08-17T22:18:49.461817Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-RAW-GUI-005,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-102fc9b7-c7d8-460f-8f39-b1d2e06c1efb.png,native_raw,image/png,96432,2026-08-17T19:51:14.375960Z,2026-08-17T19:50:59.838294Z,Christopher Robertson,,true,Unmodified initial Scan page screenshot; continuous sweep not started
MC01-RAW-GUI-009,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-58748c58-6dec-49fb-a4ac-dc8d2aba6865.png,native_raw,image/png,94128,2026-08-17T20:04:16.790798Z,2026-08-17T20:02:12.798968Z,Christopher Robertson,,true,Unmodified candidate Step and Measure screenshot
MC01-RAW-GUI-006,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-77ed6374-c1f1-4450-8301-0a4127620d6b.png,native_raw,image/png,102542,2026-08-17T19:54:23.802459Z,2026-08-17T19:54:07.727574Z,Christopher Robertson,,true,Unmodified available Scan modes screenshot; no mode started
MC01-RAW-GUI-007,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-80b518b5-24c9-4608-a50b-2233a464ffba.png,native_raw,image/png,94418,2026-08-17T19:55:28.896617Z,2026-08-17T19:55:07.635090Z,Christopher Robertson,,true,Unmodified Step and Measure inherited-state screenshot; no process started
MC01-RAW-GUI-004,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-83bae041-6b18-4011-a1ee-c19cb8d4105a.png,native_raw,image/png,80569,2026-08-17T19:36:00.302687Z,2026-08-17T19:35:42.293389Z,Christopher Robertson,,true,Unmodified Favorites inventory screenshot; no hash gate
MC01-RAW-GUI-003,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-ab6a52b4-3c0a-4404-8b5c-ebc8ea5fe6ed.png,native_raw,image/png,104277,2026-08-17T19:18:36.025218Z,2026-08-17T19:18:19.382439Z,Christopher Robertson,,true,Unmodified About/version screenshot; no hash gate
MC01-RAW-GUI-002,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-c6c5dbb4-69ce-458c-ab12-85942c3814df.png,native_raw,image/png,116401,2026-08-17T19:17:17.940947Z,2026-08-17T19:16:52.541152Z,Christopher Robertson,,true,Unmodified initial Laser Settings/status screenshot; no hash gate
MC01-RAW-GUI-008,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-cd1143c3-abc3-450b-92f4-309abaf72ce2.png,native_raw,image/png,116485,2026-08-17T20:04:16.784527Z,2026-08-17T20:01:54.573960Z,Christopher Robertson,,true,Unmodified saved candidate Laser Settings screenshot
MC01-RAW-GUI-001,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-cdad39c3-5fbf-4216-b51f-5276306b759d.png,native_raw,image/png,86068,2026-08-17T19:17:17.936544Z,2026-08-17T19:16:37.464657Z,Christopher Robertson,,true,Unmodified initial Tune/status screenshot; no hash gate
MC01-RAW-GUI-010,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/codex-clipboard-f4dd5a80-7ccd-4517-8e7b-2f7c76ba19b1.png,native_raw,image/png,121004,2026-08-17T20:04:16.793877Z,2026-08-17T20:03:14.904366Z,Christopher Robertson,,true,Unmodified successful candidate export screenshot
MC01-RAW-CONFIG-001,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/mircat_initial_configuration.mcfg,native_raw,application/octet-stream,4293,2026-08-17T19:33:53.961847Z,2026-08-17T19:33:54.088579Z,MIRcat Control Panel 1.9.0.4,,true,Unmodified prechange manufacturer configuration export; no hash gate
MC01-RAW-CONFIG-002,system_recalibration_001,MC-01,,phases/MC-01/raw/gate_1/mircat_mc01_candidate_configuration.mcfg,native_raw,application/octet-stream,4293,2026-08-17T20:02:41.694202Z,2026-08-17T20:02:41.813175Z,MIRcat Control Panel 1.9.0.4,MC01-RAW-CONFIG-001,true,Unmodified candidate manufacturer configuration export; no hash gate
MC01-CTRL-GUI-002,system_recalibration_001,MC-01,MC01-CONTROL-001,phases/MC-01/raw/inhibited_control/codex-clipboard-549d9a75-a7a8-4981-8c09-3c2b35fc179b.png,native_raw,image/png,111369,2026-08-17T20:11:33.065437Z,2026-08-17T20:11:03.040540Z,Christopher Robertson,,true,Unmodified ARM refusal with interlock off screenshot
MC01-CTRL-GUI-001,system_recalibration_001,MC-01,MC01-CONTROL-001,phases/MC-01/raw/inhibited_control/codex-clipboard-e48c1015-6c3c-4c34-a8e3-b8faff8d2c2d.png,native_raw,image/png,111132,2026-08-17T20:11:33.059362Z,2026-08-17T20:10:06.202364Z,Christopher Robertson,,true,Unmodified inhibited Start Scan error screenshot
MC01-RESTORE-GUI-002,system_recalibration_001,MC-01,,phases/MC-01/raw/restoration/codex-clipboard-704b2d1b-625a-409d-8783-913d95c200e2.png,native_raw,image/png,121873,2026-08-17T20:20:19.478113Z,2026-08-17T20:17:19.828538Z,Christopher Robertson,MC01-RAW-CONFIG-001,true,Unmodified post-import runtime-setting inspection screenshot
MC01-RESTORE-GUI-001,system_recalibration_001,MC-01,,phases/MC-01/raw/restoration/codex-clipboard-a5e62f6b-ef2c-4f6b-801a-945e358b444c.png,native_raw,image/png,129531,2026-08-17T20:20:19.471682Z,2026-08-17T20:14:27.959854Z,Christopher Robertson,MC01-RAW-CONFIG-001,true,Unmodified initial configuration import-success screenshot
MC01-ART-0019,system_recalibration_001,MC-01,,phases/MC-01/raw/restoration/codex-clipboard-fa22d6a3-3c53-4868-ba7e-e50150f5ffea.png,native_raw,image/png,103434,2026-08-17T20:23:30.889575Z,2026-08-17T20:21:40.291738Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0020,system_recalibration_001,MC-01,,phases/MC-01/raw/restoration/mircat_restored_configuration.mcfg,native_raw,application/octet-stream,4293,2026-08-17T20:22:08.936372Z,2026-08-17T20:22:09.059409Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0053,system_recalibration_001,MC-01,,phases/MC-01/raw_dio_process_diagnostic_command_log.txt,log,text/plain,9721,2026-08-17T22:28:28.864105Z,2026-08-17T22:28:37.061955Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0054,system_recalibration_001,MC-01,,phases/MC-01/raw_dio_process_diagnostic_raw.csv,derived_table,application/vnd.ms-excel,894707,2026-08-17T22:28:35.482599Z,2026-08-17T22:28:35.502747Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0055,system_recalibration_001,MC-01,,phases/MC-01/raw_dio_process_diagnostic_status.json,readback,application/json,8263,2026-08-17T22:28:28.853997Z,2026-08-17T22:28:37.323344Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0056,system_recalibration_001,MC-01,,phases/MC-01/raw_dio_process_diagnostic_summary.csv,derived_table,application/vnd.ms-excel,199,2026-08-17T22:28:35.505747Z,2026-08-17T22:28:35.507251Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0021,system_recalibration_001,MC-01,,phases/MC-01/README.md,analysis_document,application/octet-stream,1473,2026-08-17T18:18:11.485300Z,2026-08-17T22:42:08.459917Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0057,system_recalibration_001,MC-01,,phases/MC-01/repeat_1_process_trigger_command_log.txt,log,text/plain,8973,2026-08-17T22:01:54.095443Z,2026-08-17T22:01:57.972378Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0058,system_recalibration_001,MC-01,,phases/MC-01/repeat_1_process_trigger_status.json,readback,application/json,7710,2026-08-17T22:01:54.087816Z,2026-08-17T22:01:58.085688Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0059,system_recalibration_001,MC-01,,phases/MC-01/repeat_1_retry1_started_process_trigger_command_log.txt,log,text/plain,8957,2026-08-17T22:03:35.665967Z,2026-08-17T22:03:39.633751Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0060,system_recalibration_001,MC-01,,phases/MC-01/repeat_1_retry1_started_process_trigger_status.json,readback,application/json,7751,2026-08-17T22:03:35.656944Z,2026-08-17T22:03:39.746435Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0061,system_recalibration_001,MC-01,,phases/MC-01/repeat_2_dio_process_command_log.txt,log,text/plain,9946,2026-08-17T22:08:09.378420Z,2026-08-17T22:17:25.355819Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0062,system_recalibration_001,MC-01,,phases/MC-01/repeat_2_dio_process_status.json,readback,application/json,7871,2026-08-17T22:08:09.367939Z,2026-08-17T22:17:25.601034Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0063,system_recalibration_001,MC-01,,phases/MC-01/repeat_3_dio_process_command_log.txt,log,text/plain,9856,2026-08-17T22:23:49.130242Z,2026-08-17T22:23:59.502378Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0064,system_recalibration_001,MC-01,,phases/MC-01/repeat_3_dio_process_status.json,readback,application/json,7871,2026-08-17T22:23:49.120325Z,2026-08-17T22:23:59.756579Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0065,system_recalibration_001,MC-01,,phases/MC-01/repeat_4_dio_process_command_log.txt,log,text/plain,9856,2026-08-17T22:25:53.464029Z,2026-08-17T22:26:03.849665Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0066,system_recalibration_001,MC-01,,phases/MC-01/repeat_4_dio_process_raw.csv,derived_table,application/vnd.ms-excel,304225,2026-08-17T22:26:03.671673Z,2026-08-17T22:26:03.683176Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0067,system_recalibration_001,MC-01,,phases/MC-01/repeat_4_dio_process_status.json,readback,application/json,8345,2026-08-17T22:25:53.454050Z,2026-08-17T22:26:04.113658Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0068,system_recalibration_001,MC-01,,phases/MC-01/repeat_4_dio_process_summary.csv,derived_table,application/vnd.ms-excel,194,2026-08-17T22:26:03.685178Z,2026-08-17T22:26:03.686177Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0022,system_recalibration_001,MC-01,,phases/MC-01/repository_state.txt,log,text/plain,4030,2026-08-17T20:25:35.912513Z,2026-08-17T22:45:32.171305Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0023,system_recalibration_001,MC-01,,phases/MC-01/restoration_confirmation.json,readback,application/json,1243,2026-08-17T20:25:02.041934Z,2026-08-17T22:42:53.785764Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0069,system_recalibration_001,MC-01,,phases/MC-01/resumed_final_safe_idle_command_log.txt,log,text/plain,13389,2026-08-17T22:31:27.232551Z,2026-08-17T22:31:32.979832Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0070,system_recalibration_001,MC-01,,phases/MC-01/resumed_final_safe_idle_readback.json,readback,application/json,10850,2026-08-17T22:31:33.216443Z,2026-08-17T22:31:33.216956Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0071,system_recalibration_001,MC-01,,phases/MC-01/resumed_final_safe_idle_status.json,readback,application/json,505,2026-08-17T22:31:27.231527Z,2026-08-17T22:31:33.218624Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0024,system_recalibration_001,MC-01,,phases/MC-01/sdk_automation_decision.md,analysis_document,application/octet-stream,1391,2026-08-17T20:25:02.041934Z,2026-08-17T22:42:08.480565Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0072,system_recalibration_001,MC-01,,phases/MC-01/sdk_control_qualification.json,readback,application/json,3776,2026-08-17T22:30:43.683518Z,2026-08-17T22:31:00.668075Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0073,system_recalibration_001,MC-01,,phases/MC-01/sdk_control_qualification_command_log.txt,log,text/plain,3372,2026-08-17T22:30:43.686884Z,2026-08-17T22:31:00.667077Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0025,system_recalibration_001,MC-01,,phases/MC-01/uncertainty_ambiguity.md,analysis_document,application/octet-stream,1630,2026-08-17T20:25:02.039922Z,2026-08-17T22:42:08.495335Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
MC01-ART-0026,system_recalibration_001,MC-01,,phases/MC-01/unresolved_inputs.md,analysis_document,application/octet-stream,701,2026-08-17T18:18:11.496238Z,2026-08-17T22:42:08.514050Z,MC-01 controlled execution,,true,Indexed by stable ID; no hash or checksum operational gate
