artifact_id,campaign_id,phase_id,acquisition_id,relative_path,artifact_role,media_type,byte_size,created_utc,modified_utc,producer,source_artifact_ids,immutable,notes
OM01-ART-0011,system_recalibration_001,OM-01,OM01-USB-DIAG-001,readbacks/OM-01/uncertainty_ambiguity.md,analysis_document,text/markdown,2166,2026-08-18T21:04:00.3327219Z,2026-08-19T19:05:48.1452392Z,Codex_orchestration,OM01-ART-EXT-0003;OM01-ART-EXT-0004,false,Final uncertainty and spectral-composition limitation statement
OM01-ART-0012,system_recalibration_001,OM-01,OM01-USB-DIAG-001,readbacks/OM-01/unresolved_inputs.md,analysis_document,text/markdown,2543,2026-08-18T21:04:00.3332359Z,2026-08-19T18:23:05.118608Z,Codex_orchestration,,false,Resolved bounded and downstream-deferred input register
OM01-ART-0014,system_recalibration_001,OM-01,OM01-USB-DIAG-001,readbacks/OM-01/command_log.txt,log,text/plain,2254,2026-08-18T21:04:00.3347760Z,2026-08-18T22:08:45.547754Z,Codex_orchestration,OM01-RAW-USB-0001,false,Query-only diagnostic log
OM01-ART-0015,system_recalibration_001,OM-01,,readbacks/OM-01/operator_gate_1.md,operator_instruction,text/markdown,974,2026-08-18T21:04:00.3358065Z,2026-08-18T21:50:25.561973Z,Codex_orchestration,,false,First no-emission operator gate
OM01-ART-0016,system_recalibration_001,OM-01,,readbacks/OM-01/power_meter_method.md,method,text/markdown,5585,2026-08-18T21:05:01.1783504Z,2026-08-19T19:05:19.5366045Z,Codex_orchestration,OM01-ART-EXT-0002;OM01-ART-EXT-0004,false,Qualified bounded controlled method
OM01-ART-0017,system_recalibration_001,OM-01,,readbacks/OM-01/wavelength_correction_table.csv,derived_table,text/csv,1523,2026-08-18T21:05:01.1793547Z,2026-08-19T18:17:04.701594Z,Codex_orchestration,OM01-ART-EXT-0003;OM01-ART-EXT-0004,false,Qualified correction and wavelength-region rules
OM01-ART-0018,system_recalibration_001,OM-01,,readbacks/OM-01/saturation_rules.md,method,text/markdown,1604,2026-08-18T21:05:01.1803540Z,2026-08-19T18:16:13.662689Z,Codex_orchestration,OM01-ART-EXT-0004,false,Beam handling and saturation rules
OM01-ART-0019,system_recalibration_001,OM-01,,readbacks/OM-01/final_report.md,report,text/markdown,2352,2026-08-18T21:05:01.1803540Z,2026-08-19T19:04:39.8365279Z,Codex_orchestration,OM01-RAW-USB-0001,false,Final PASS qualified-bounded report
OM01-ART-0020,system_recalibration_001,OM-01,,readbacks/OM-01/phase_manifest.json,readback,application/json,3092,2026-08-18T21:04:00.3224088Z,2026-08-19T19:05:33.0498801Z,Codex_orchestration,,false,Final schema 1.0.0 phase manifest
OM01-ART-0021,system_recalibration_001,OM-01,,readbacks/OM-01/README.md,analysis_document,text/markdown,678,2026-08-18T21:04:00.3203905Z,2026-08-19T19:05:48.1348483Z,Codex_orchestration,OM01-RAW-USB-0001,false,Final phase summary
OM01-ART-EXT-0001,system_recalibration_001,OM-01,,../../docs/Power_Meter/1918-R Power Meter Datasheet.pdf,manufacturer_document,application/pdf,1593872,2026-08-18T20:32:29.4774364Z,2026-08-18T20:07:30.687375Z,Newport,,true,User-supplied local documentation
OM01-ART-EXT-0002,system_recalibration_001,OM-01,,../../docs/Power_Meter/1918-R Power Meter Users Manual RevA.pdf,manufacturer_document,application/pdf,3254098,2026-08-18T20:32:29.4858874Z,2026-08-18T20:07:29.889612Z,Newport,,true,User-supplied local documentation
OM01-ART-EXT-0003,system_recalibration_001,OM-01,,../../docs/Power_Meter/919-P Sensor Certificate of Calibration.pdf,calibration_certificate,application/pdf,155293,2026-08-18T20:32:29.4669088Z,2026-08-18T20:22:27.767337Z,Ophir Optics Solutions,,true,Certificate 3161791-001 sensor 161791
OM01-ART-EXT-0004,system_recalibration_001,OM-01,,../../docs/Power_Meter/919-P Sensor Datasheet.pdf,manufacturer_document,application/pdf,1704741,2026-08-18T20:32:29.4709083Z,2026-08-18T20:23:39.195655Z,Newport,,true,User-supplied local documentation
OM01-ART-EXT-0005,system_recalibration_001,OM-01,,../../docs/Power_Meter/Installation Readme.pdf,driver_document,application/pdf,49311,2026-08-18T20:32:29.4917631Z,2026-08-18T20:07:41.450772Z,Newport,,true,User-supplied local documentation
OM01-ART-SW-0001,system_recalibration_001,OM-01,,../../control_app/devices/newport_1918_service.py,analysis_source,text/x-python,8969,2026-08-18T20:58:43.8131728Z,2026-08-18T20:58:56.493922Z,Codex_orchestration,,false,Python 3 read-only query service
OM01-ART-SW-0002,system_recalibration_001,OM-01,,../../tests/test_newport_1918_service.py,analysis_source,text/x-python,728,2026-08-18T20:58:43.0000000Z,2026-08-18T20:59:17.239126Z,Codex_orchestration,OM01-ART-SW-0001,false,Offline safety tests
OM01-ART-0022,system_recalibration_001,OM-01,OM01-INSP-001,readbacks/OM-01/operator_confirmations.md,operator_observation,text/markdown,3313,2026-08-18T21:38:14.7565917Z,2026-08-19T19:05:14.8895623Z,Christopher_Robertson,OM01-ART-PHOTO-0001,false,Sensor condition dark-cover and OPO spectral-content observations
OM01-ART-PHOTO-0001,system_recalibration_001,OM-01,OM01-INSP-002,../../docs/Power_Meter/Sensor.jpg,photograph,image/jpeg,2181900,2026-08-18T21:40:44.2257226Z,2026-08-18T21:40:57.570051Z,Christopher_Robertson,,true,Sensor-head mounting photograph; absorber face not visible
OM01-ART-PHOTO-0002,system_recalibration_001,OM-01,OM01-INSP-003,../../docs/Power_Meter/CoveredSensor.jpg,placement_photograph,image/jpeg,2588569,2026-08-18T21:46:56.5567477Z,2026-08-18T21:47:13.450822Z,Christopher_Robertson,OM01-ART-PHOTO-0001,true,Accepted dark-cover placement configuration
OM01-RAW-DARK-0001,system_recalibration_001,OM-01,OM01-DARK-PREVIEW-001,readbacks/OM-01/raw/newport_covered_preview_20260818.json,native_raw,application/json,1137,2026-08-18T21:49:10.5304389Z,2026-08-18T21:50:25.557463Z,NEWPORT1918-PY3-QUERY-v1,OM01-ART-PHOTO-0002,true,Covered preview rejected because current range lower bound exceeds reading magnitude
OM01-RAW-DARK-0002,system_recalibration_001,OM-01,OM01-DARK-PREVIEW-002,readbacks/OM-01/raw/newport_covered_preview_repeat_20260818.json,native_raw,application/json,1079,2026-08-18T21:50:33.4429580Z,2026-08-18T21:51:14.212054Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-DARK-0001,true,Repeat after operator removed zero offset; range still unsuitable
OM01-RAW-DARK-0003,system_recalibration_001,OM-01,OM01-DARK-PREZERO-001,readbacks/OM-01/raw/newport_532nm_filtered_prezero_20260818.json,native_raw,application/json,1517,2026-08-18T22:01:16.0815508Z,2026-08-18T22:01:55.035373Z,NEWPORT1918-PY3-QUERY-v1,OM01-ART-PHOTO-0002,true,Accepted filtered pre-zero baseline
OM01-RAW-DARK-0004,system_recalibration_001,OM-01,OM01-DARK-POSTZERO-001,readbacks/OM-01/raw/newport_532nm_postzero_20260818.json,native_raw,application/json,1043,2026-08-18T22:08:11.9240003Z,2026-08-18T22:08:45.545238Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-DARK-0003,true,Accepted 532 nm covered zero check
OM01-RAW-540-0001,system_recalibration_001,OM-01,OM01-DARK540-PREZERO-001,readbacks/OM-01/raw/newport_540nm_covered_prezero_20260819.json,native_raw,application/json,3220,2026-08-19T17:32:41.192125Z,2026-08-19T17:33:23.406496Z,NEWPORT1918-PY3-QUERY-v1,OM01-ART-PHOTO-0002,true,Accepted covered 540 nm prezero series
OM01-RAW-540-0002,system_recalibration_001,OM-01,OM01-DARK540-POSTZERO-SETTLING-001,readbacks/OM-01/raw/newport_540nm_covered_postzero_settling_20260819.json,native_raw,application/json,3196,2026-08-19T17:34:15.903549Z,2026-08-19T17:34:58.851698Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-540-0001,true,Rejected postzero settling retained
OM01-RAW-540-0003,system_recalibration_001,OM-01,OM01-DARK540-POSTZERO-001,readbacks/OM-01/raw/newport_540nm_covered_postzero_20260819.json,native_raw,application/json,3163,2026-08-19T17:35:08.222360Z,2026-08-19T17:35:49.391777Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-540-0002,true,Accepted covered postzero series
OM01-RAW-540-0004,system_recalibration_001,OM-01,OM01-AMBIENT540-SETTLING-001,readbacks/OM-01/raw/newport_540nm_uncovered_ambient_settling_20260819.json,native_raw,application/json,3133,2026-08-19T17:36:48.378206Z,2026-08-19T17:37:28.923507Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-540-0003,true,Rejected first cover-removal transient retained
OM01-RAW-540-0005,system_recalibration_001,OM-01,OM01-AMBIENT540-001,readbacks/OM-01/raw/newport_540nm_uncovered_ambient_settling_repeat_20260819.json,native_raw,application/json,3131,2026-08-19T17:37:37.825852Z,2026-08-19T17:38:21.705125Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-540-0004,true,Accepted noise-limited ambient series by final sidecar disposition
OM01-ART-540-DISP-0001,system_recalibration_001,OM-01,OM01-AMBIENT540-001,readbacks/OM-01/analysis/newport_540nm_uncovered_ambient_disposition_20260819.json,analysis_document,application/json,616,2026-08-19T17:39:52.421950Z,2026-08-19T17:39:52.421950Z,Codex_orchestration,OM01-RAW-540-0005,true,Final acceptance disposition supersedes embedded provisional rejection
OM01-RAW-540-0006,system_recalibration_001,OM-01,OM01-ILLUM540-REPEAT-001,readbacks/OM-01/raw/newport_540nm_300us_repeatability_20260819.json,native_raw,application/json,15983,2026-08-19T17:57:26.737113Z,2026-08-19T17:58:53.208082Z,NEWPORT1918-PY3-QUERY-v1,,true,Three accepted illuminated repeatability windows
OM01-RAW-540-0007,system_recalibration_001,OM-01,OM01-SHUTTER540-RETURN-001,readbacks/OM-01/raw/newport_540nm_shuttered_return_20260819.json,native_raw,application/json,2107,2026-08-19T17:59:42.536533Z,2026-08-19T18:00:11.199308Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-540-0006,true,Accepted shuttered return baseline
OM01-RAW-540-0008,system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,readbacks/OM-01/raw/newport_540nm_shutter_transition_revisit_20260819.json,native_raw,application/json,48563,2026-08-19T18:02:20.865956Z,2026-08-19T18:03:53.447085Z,NEWPORT1918-PY3-QUERY-v1,OM01-RAW-540-0007,true,Continuous shutter transition and return-to-setting record
OM01-AN-540-001,system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,readbacks/OM-01/analysis/om01_540nm_analysis.json,analysis_result,application/json,2193,2026-08-19T18:15:16.704345Z,2026-08-19T19:05:33.0446057Z,Codex_orchestration,OM01-RAW-540-0006;OM01-RAW-540-0008,true,Repeatability transition source-evolution and spectral-applicability analysis
OM01-ART-UNC-0001,system_recalibration_001,OM-01,OM01-ILLUM540-REPEAT-001,readbacks/OM-01/provisional_uncertainty_budget.md,analysis_document,text/markdown,1991,2026-08-19T18:15:16Z,2026-08-19T19:04:39.8365279Z,Codex_orchestration,OM01-AN-540-001;OM01-ART-EXT-0003;OM01-ART-EXT-0004,false,Provisional k2 meter-indication budget with unquantified spectral-composition bias
OM01-ART-SPATIAL-0001,system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,readbacks/OM-01/spatial_containment_method.md,method,text/markdown,1458,2026-08-19T18:15:16Z,2026-08-19T19:04:39.8365279Z,Christopher_Robertson;Codex_orchestration,OM01-ART-EXT-0004,false,Binary containment of full visible footprint including halos
OM01-ART-POLAR-0001,system_recalibration_001,OM-01,,readbacks/OM-01/polarization_applicability.md,analysis_document,text/markdown,745,2026-08-19T18:15:16Z,2026-08-19T18:15:51.297066Z,Codex_orchestration,,false,No OM-01 polarization claim; downstream ownership recorded
OM01-ART-PLANES-0001,system_recalibration_001,OM-01,,readbacks/OM-01/reference_planes_and_applicability.md,method,text/markdown,1632,2026-08-19T18:15:16Z,2026-08-19T19:04:39.8434808Z,Codex_orchestration,,false,Stable plane terminology spectral limitation and later transfer ownership
OM01-ART-NDYAG-0001,system_recalibration_001,OM-01,OM01-ILLUM540-REPEAT-001,../../runs/20260819_ndyag_ui/ndyag_alignment_10hz_readback.json,readback,application/json,9001,2026-08-19T17:55:00Z,2026-08-19T18:21:57.473774Z,NdYagWidgetCommandHandler,,true,Accepted 10 Hz FIRE 0 us Q-switch 300 us recipe readback
OM01-ART-RESTORE-0001,system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,../../runs/20260819_ndyag_ui/ndyag_safe_idle_readback.json,readback,application/json,8999,2026-08-19T18:05:04Z,2026-08-19T18:05:08.836690Z,NdYagWidgetCommandHandler,OM01-ART-NDYAG-0001,true,Safe idle matches recipe all T660 channels off
OM01-BUNDLE-0001,system_recalibration_001,OM-01,,readbacks/OM-01/optical_metrology_bundle.json,calibration_bundle,application/json,1618,2026-08-19T18:15:16Z,2026-08-19T19:05:33.0483830Z,Codex_orchestration,OM01-AN-540-001;OM01-ART-UNC-0001;OM01-ART-SPATIAL-0001,false,Campaign-local bounded optical metrology bundle; not canonically promoted
OM01-RESTORATION-FINAL-001,system_recalibration_001,OM-01,OM01-ILLUM540-REVISIT-001,readbacks/OM-01/restoration_confirmation.json,readback,application/json,1097,2026-08-19T18:15:16Z,2026-08-19T18:21:13.047483Z,Christopher_Robertson;Codex_orchestration,OM01-ART-RESTORE-0001,true,Final optical source timing meter and ownership restoration
