campaign_id,phase_id,phase_run_id,acquisition_id,parent_acquisition_id,start_utc,end_utc,operator_id,configuration_id,calibration_bundle_id,sample_id,measurement_kind,condition_set_id,replicate_index,planned,accepted,rejection_code,raw_primary_artifact_id,notes
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-ANCHOR-SLOW-R3-001,HF01-ANCHOR-SLOW-R2-001,2026-08-26T21:32:59.846751Z,2026-08-26T21:35:03.417121Z,Christopher_Robertson,HF01-ANCHOR-SLOW-v1,,,instrument_model_anchor,HF01-COND-ANCHOR-SLOW-R3,1,true,true,,HF01-ART-0205,Installed 71.153 ms readback is the nearest supported node value to the requested 100 ms; magnitude cutoff and all six step transitions pass against readback
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-TARGET-HIGHORDER-001,HF01-ANCHOR-SLOW-R2-001,2026-08-26T21:31:59.838418Z,2026-08-26T21:32:29.879198Z,Christopher_Robertson,HF01-TARGET-HIGHORDER-v1,,,instrument_model_targeted_diagnostic,HF01-COND-TARGET-HIGHORDER,1,true,false,HF01-EXCLUDE-SUPERSEDED-TRIGGER,HF01-ART-0275,Diagnostic only; its trigger was an analysis error that used requested rather than installed slow time constant and it cannot repair unsynchronized phase domains
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-HF2-TC-WRITE-DIAG-001,,2026-08-26T21:40:00.839521Z,2026-08-26T21:40:13.931672Z,Christopher_Robertson,HF01-HF2-TC-DIAG-v1,,,configuration_diagnostic,HF01-COND-TC-DIAG,1,true,true,,HF01-ART-0228,Zero-output diagnostic shows write order does not change the 71.153 ms installed readback
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-HF2-TC-MAP-DIAG-001,HF01-HF2-TC-WRITE-DIAG-001,2026-08-26T21:41:07.409009Z,2026-08-26T21:41:21.389393Z,Christopher_Robertson,HF01-HF2-TC-DIAG-v1,,,configuration_diagnostic,HF01-COND-TC-MAP,1,true,true,,HF01-ART-0225,Zero-output bounded map confirms 71.153 ms is closer to 100 ms than the next installed value 142.272 ms
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-AMENDMENT-STOP-SAFE-STATE-001,,2026-08-26T21:50:02.602256Z,2026-08-26T21:50:10.808475Z,Christopher_Robertson,HF01-ELECTRONIC-SAFE-IDLE-v1,,,electronic_safe_state,HF01-COND-AMENDMENT-STOP,1,true,true,,HF01-ART-0086,T660 safe idle matched Pico AWG zero HF2 outputs off external master clock locked and no clip or sample-loss flags; physical restoration not inferred
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-ANCHOR-FAST-V2-001,HF01-ANCHOR-FAST-R2-001,2026-08-26T22:10:20.351086Z,2026-08-26T22:11:01.918293Z,Christopher_Robertson,HF01-VALIDATION-DESIGN-v2,,,instrument_model_anchor,HF01-COND-ANCHOR-FAST-V2,1,true,false,HF01-SUPERSEDED-PIPELINE-NUISANCE-UNDECLARED,HF01-ART-0323,Electrically clean exploratory record preserved; acceptance uses prospectively frozen v3 paired-pipeline method and a new stable ID
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-HF2-MASTER-CLOCK-DIAG-001,,2026-08-26T20:19:33.345815Z,2026-08-26T20:19:55.581172Z,Christopher_Robertson,HF01-CLOCK-DISTRIBUTION-DIAG-v1,,,clock_diagnostic,HF01-COND-HF2-MASTER-CLOCK-DIAG,1,false,true,,HF01-ART-0221,Valid diagnostic identified an unlocked external master-clock distribution before recovery; no physical change.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-CLOCK-DISTRIBUTION-RECOVERY-001,HF01-HF2-MASTER-CLOCK-DIAG-001,2026-08-26T20:21:39.667239Z,2026-08-26T20:21:54.822149Z,Christopher_Robertson,HF01-CLOCK-DISTRIBUTION-RECOVERY-v1,,,clock_recovery,HF01-COND-CLOCK-RECOVERY,1,false,true,,HF01-ART-0218,T660-1 returned to external 10 MHz input and locked; HF2LI external master clock locked; installed splitter wiring unchanged.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-PLL-ANALOG-REFERENCE-DIAG-001,HF01-CLOCK-DISTRIBUTION-RECOVERY-001,2026-08-26T20:26:20.656936Z,2026-08-26T20:26:41.027663Z,Christopher_Robertson,HF01-PLL-REFERENCE-DIAG-v1,,,reference_diagnostic,HF01-COND-PLL-ANALOG-DIAG,1,false,false,HF01-DIAG-ANALOG-REFERENCE-UNLOCKED,HF01-ART-0233,Bounded diagnostic did not lock PLL0 to the analog reference candidate; the retained DIO0 external-reference route was used.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-ANCHOR-FAST-V3-001,HF01-ANCHOR-FAST-V2-001,2026-08-26T22:18:55.862758Z,2026-08-26T22:19:37.487915Z,Christopher_Robertson,HF01-VALIDATION-DESIGN-v3,,,instrument_model_anchor,HF01-COND-ANCHOR-FAST-V3,1,true,true,,HF01-ART-0338,Accepted fast paired-demodulator primary model anchor.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-ANCHOR-INTERMEDIATE-V3-001,HF01-ANCHOR-INTERMEDIATE-R1-001,2026-08-26T22:20:00.180872Z,2026-08-26T22:20:30.202884Z,Christopher_Robertson,HF01-VALIDATION-DESIGN-v3,,,instrument_model_anchor,HF01-COND-ANCHOR-INTERMEDIATE-V3,1,true,true,,HF01-ART-0354,Accepted intermediate paired-demodulator primary model anchor including positive/negative cutoff pair.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-ANCHOR-SLOW-V3-001,HF01-ANCHOR-SLOW-R3-001,2026-08-26T22:20:45.091962Z,2026-08-26T22:22:56.355891Z,Christopher_Robertson,HF01-VALIDATION-DESIGN-v3,,,instrument_model_anchor,HF01-COND-ANCHOR-SLOW-V3,1,true,false,HF01-REJECT-SLOW-SETTLING-REPLICATE,HF01-ART-0369,Electrically clean record preserved; one rising transition exceeded the prospective 120 percent settling limit and invoked one identical-setting repeat.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-ANCHOR-SLOW-V3-R1-001,HF01-ANCHOR-SLOW-V3-001,2026-08-26T22:23:32.923975Z,2026-08-26T22:25:44.260359Z,Christopher_Robertson,HF01-VALIDATION-DESIGN-v3,,,instrument_model_anchor,HF01-COND-ANCHOR-SLOW-V3-R1,1,true,true,,HF01-ART-0384,Accepted identical-setting slow-anchor integrity repeat; all frozen v3 metrics pass.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-HF2-SUPPORTED-SPACE-001,,2026-08-26T22:32:28.656946Z,2026-08-26T22:32:55.989270Z,Christopher_Robertson,HF01-SUPPORTED-SPACE-v1,,,configuration_readback,HF01-COND-SUPPORTED-SPACE,1,true,true,,HF01-ART-0395,Installed supported orders ranges modes rates and continuous time-constant domain read back with original settings restored.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-SELECTED-SWEEP-HRP-IN1-001,,2026-08-26T22:37:11.822876Z,2026-08-26T22:37:44.284638Z,Christopher_Robertson,HF01-SWEEP-HRP-SELECTED-ALIAS-001,,,selected_configuration_confirmation,HF01-COND-SELECTED-SWEEP-HRP-IN1,1,true,true,,HF01-ART-0500,Signal Input 1 confirmation for the numerically aliased sweep and HRP configurations.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-LOWER-SWEEP-HRP-IN1-001,HF01-SELECTED-SWEEP-HRP-IN1-001,2026-08-26T22:37:51.201421Z,2026-08-26T22:38:23.382577Z,Christopher_Robertson,HF01-SWEEP-HRP-LOWER-RATE-001,,,rate_neighbor_confirmation,HF01-COND-LOWER-SWEEP-HRP-IN1,1,true,false,HF01-REJECT-RATE-GUARD,HF01-ART-0420,Valid electrical record; immediately lower rate rejected because rate-to-cutoff ratio is 6.509 below the required 8.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-SELECTED-MBCO-IN1-001,,2026-08-26T22:38:26.297874Z,2026-08-26T22:39:20.157573Z,Christopher_Robertson,HF01-MBCO-SELECTED-001,,,selected_configuration_confirmation,HF01-COND-SELECTED-MBCO-IN1,1,true,true,,HF01-ART-0470,Signal Input 1 confirmation of the fastest valid two-channel MbCO boundary configuration; mandatory 1 us preservation remains failed analytically.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-LOWER-MBCO-IN1-001,HF01-SELECTED-MBCO-IN1-001,2026-08-26T22:39:23.978884Z,2026-08-26T22:40:05.702979Z,Christopher_Robertson,HF01-MBCO-LOWER-RATE-001,,,rate_neighbor_confirmation,HF01-COND-LOWER-MBCO-IN1,1,true,false,HF01-REJECT-RATE-GUARD,HF01-ART-0405,Immediately lower rate rejected because the 4.051 rate-to-cutoff ratio fails the required 8 and the electrical model confirmation also fails.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-SELECTED-SWEEP-HRP-IN2-001,HF01-SELECTED-SWEEP-HRP-IN1-001,2026-08-26T22:52:04.029818Z,2026-08-26T22:52:34.210500Z,Christopher_Robertson,HF01-SWEEP-HRP-SELECTED-ALIAS-001,,,channel_equivalence_confirmation,HF01-COND-SELECTED-SWEEP-HRP-IN2,1,true,true,,HF01-ART-0515,Signal Input 2 selected-setting confirmation; channel-equivalence limits pass.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-SELECTED-MBCO-IN2-001,HF01-SELECTED-MBCO-IN1-001,2026-08-26T22:52:38.469880Z,2026-08-26T22:53:23.277602Z,Christopher_Robertson,HF01-MBCO-SELECTED-001,,,channel_equivalence_confirmation,HF01-COND-SELECTED-MBCO-IN2,1,true,true,,HF01-ART-0485,Signal Input 2 selected-setting confirmation; channel-equivalence limits pass while the 1 us applicability limitation remains.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-RANGE-LOW-IN2-001,HF01-SELECTED-SWEEP-HRP-IN2-001,2026-08-26T22:55:30.229900Z,2026-08-26T22:56:00.386570Z,Christopher_Robertson,HF01-RANGE-ENDPOINT-v1,,,range_endpoint_confirmation,HF01-COND-RANGE-LOW-IN2,1,true,true,,HF01-ART-0452,Signal Input 2 low connected-amplitude endpoint; no clipping or loss.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-RANGE-HIGH-IN2-001,HF01-RANGE-LOW-IN2-001,2026-08-26T22:56:04.753391Z,2026-08-26T22:56:34.903602Z,Christopher_Robertson,HF01-RANGE-ENDPOINT-v1,,,range_endpoint_confirmation,HF01-COND-RANGE-HIGH-IN2,1,true,true,,HF01-ART-0437,Signal Input 2 high connected-amplitude endpoint; measured endpoint ratio passes and no clipping or loss occurred.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-CONFIG-RELOAD-001,,2026-08-26T22:58:23.320524Z,2026-08-26T22:58:44.913257Z,Christopher_Robertson,HF01-SELECTED-CONFIG-v1,,,configuration_reload_equivalence,HF01-COND-CONFIG-RELOAD,1,true,true,,HF01-ART-0460,All three restorable IDs loaded twice; integer nodes exact and double-node differences zero; original HF2 settings restored.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-PRE-RESTORATION-SAFE-STATE-001,,2026-08-26T23:40:46.178325Z,2026-08-26T23:40:53.949720Z,Christopher_Robertson,HF01-ELECTRONIC-SAFE-IDLE-v1,,,electronic_safe_state,HF01-COND-PRE-RESTORATION-SAFE,1,true,true,,HF01-ART-0428,Current safe-idle readback before timing-cable restoration; Pico AWG zero and T660 safe idle match.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-FINAL-RESTORATION-STATE-001,,2026-08-26T23:49:00.833534Z,2026-08-26T23:49:00.839654Z,Christopher_Robertson,HF01-FINAL-RESTORATION-v1,,,final_restoration_readback,HF01-COND-FINAL-RESTORATION,1,true,false,HF01-REJECT-COM3-CONTENTION,HF01-ART-0392,Retained failed attempt: Windows denied COM3 access before the T660 readback; no hardware state change was inferred.
system_recalibration_001,HF-01,system_recalibration_001_HF-01_001,HF01-FINAL-RESTORATION-STATE-R1-001,HF01-FINAL-RESTORATION-STATE-001,2026-08-26T23:49:34.196696Z,2026-08-26T23:49:42.437171Z,Christopher_Robertson,HF01-FINAL-RESTORATION-v1,,,final_restoration_readback,HF01-COND-FINAL-RESTORATION-R1,1,true,true,,HF01-ART-0393,Final readback passes: T660 safe idle Pico AWG zero HF2 prechange configuration exact and status flags clean after operator-confirmed default wiring.
